User-ID,ISBN,Book-Rating
277928,0060973323,0
277928,0312283709,0
277928,0375400117,0
277928,0385323638,0
277928,0385421982,0
277928,038542471X,0
277928,0385475713,0
277928,0446532231,0
277928,0446670251,0
277928,0670880728,0
277928,0670892963,0
277928,0679429220,0
277928,0679457313,0
277928,0679731148,0
277928,0679736042,0
277928,0679751602,10
277928,0684195984,0
277928,0767915062,9
277928,0804105820,9
277965,0020198906,0
277965,0060173289,0
277965,0316666343,0
277965,0316789089,5
277965,0345353145,0
277965,0345354613,0
277965,0345378482,0
277965,0345378490,0
277965,0345380371,0
277965,0345391055,0
277965,0345402871,0
277965,034540288X,0
277965,0345417623,0
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0425174808,0
277965,0425176932,0
277965,0425182673,0
277965,0679433740,0
277965,0679457526,9
277965,0679781587,9
277965,0684874350,10
277965,0786866845,9
277965,0786881852,7
277965,1573221112,0
278026,0061009059,8
278026,0061031410,8
278026,0061094129,8
278026,0345447867,0
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0425153975,0
278026,0446527041,8
278026,0446611379,0
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451204301,8
278026,0451206525,8
278026,0515130389,8
278026,0553581929,0
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,0743206045,7
278026,0786889667,5
278026,1551664976,0
278026,1551669625,6
278137,0061057894,9
278137,0312195516,0
278137,0345337662,7
278137,0345347951,0
278137,0380600129,8
278137,0440200989,0
278137,044022165X,0
278137,0440224772,0
278137,0440235596,0
278137,0440940001,8
278137,0446360511,0
278137,0446527793,0
278137,0446606812,7
278137,0515094978,8
278137,0553287532,9
278137,0553562398,0
278137,0670894508,4
278137,0671003755,0
278137,0671434225,8
278137,0671525808,9
278137,0671553046,0
278137,0671568175,0
278137,0671673688,0
278137,0671701231,0
278137,0671793489,0
278137,0671867091,0
278137,0671888587,0
278137,0804106304,8
278137,0971880107,0
278137,1558744150,9
278137,1558745017,8
278137,1576730360,0
278144,0060928336,0
278144,0060930535,0
278144,0310205719,0
278144,0316693235,0
278144,0345374568,0
278144,0345417623,0
278144,0373243286,0
278144,0380798565,0
278144,0385490445,0
278144,039914465X,0
278144,0399146253,0
278144,0399146725,0
278144,039914739X,0
278144,0399150897,0
278144,0425097722,0
278144,0425147584,0
278144,044022103X,0
278144,0440234743,0
278144,0446517984,0
278144,0446525774,0
278144,0446525804,0
278144,0446530891,0
278144,0446605239,0
278144,0446613266,0
278144,0446672211,0
278144,051511779X,0
278144,0517577550,0
278144,0553580906,0
278144,0553801929,0
278144,0670869902,0
278144,0670894184,0
278144,0670896764,0
278144,0671023209,0
278144,0671025333,0
278144,0671040588,0
278144,0679450440,0
278144,0679459596,0
278144,0679459618,0
278144,068484477X,0
278144,0743206045,0
278144,0765341174,0
278144,140003180X,0
278144,1551666839,0
278188,0061030643,0
278188,006440630X,0
278188,0156005891,8
278188,0312978367,0
278188,0312979479,0
278188,0316601950,0
278188,0316693294,0
278188,0345439104,0
278188,0373218192,7
278188,0373244487,6
278188,0373484003,7
278188,042510107X,0
278188,0425115291,0
278188,0425120430,0
278188,0425180964,0
278188,0425182142,0
278188,042518904X,0
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0440237300,0
278188,0440995779,0
278188,0446354732,0
278188,0446603589,9
278188,0446608955,0
278188,0446611867,0
278188,0449134482,0
278188,0449208672,0
278188,0515110973,0
278188,051512219X,0
278188,0515124621,8
278188,0515134368,0
278188,0553278746,0
278188,0553569031,0
278188,0553583956,0
278188,0671523074,0
278188,0671644459,7
278188,0671644475,5
278188,0671727583,0
278188,0671739743,0
278188,0743410181,6
278188,080410946X,8
278188,1551668300,0
278188,1551669293,0
278194,0060926317,8
278194,0060958014,7
278194,0140280553,5
278194,0156011042,7
278194,0345423135,9
278194,0373218036,0
278194,0375725784,0
278194,0385319207,0
278194,0385334923,7
278194,0385494246,0
278194,0385498802,4
278194,0425152251,0
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0671789422,0
278194,0688177859,9
278194,0802139256,6
278418,0020442203,0
278418,0020442408,0
278418,0028604199,0
278418,006016848X,0
278418,0060915153,0
278418,0061091464,0
278418,0061091790,0
278418,0061093327,0
278418,0061093343,0
278418,0061093653,0
278418,0061095869,0
278418,0061099015,0
278418,006109921X,0
278418,0064400018,0
278418,0064400557,0
278418,0064400581,0
278418,0064407055,0
278418,0064471047,0
278418,0066211611,0
278418,0140065172,0
278418,0140177396,0
278418,0140244824,0
278418,014025448X,0
278418,014034294X,0
278418,0146000552,0
278418,0156528207,0
278418,0307301451,0
278418,0312958129,0
278418,0312961324,0
278418,0312974256,0
278418,0312981589,0
278418,031298250X,0
278418,0312983212,0
278418,0345285549,0
278418,034530988X,0
278418,0345313860,0
278418,0345314255,0
278418,0345318854,0
278418,0345335287,0
278418,0345348036,0
278418,0345352661,0
278418,0345353625,0
278418,0345361792,0
278418,0345368754,0
278418,0345369335,7
278418,0345379365,0
278418,0345380371,0
278418,034538184X,0
278418,0345384350,0
278418,0345384466,0
278418,034538475X,0
278418,0345388771,0
278418,0345391055,0
278418,0345404114,0
278418,0345422317,0
278418,0345430514,0
278418,0345435648,0
278418,0373226063,0
278418,0373226144,0
278418,0373243286,0
278418,0373484003,0
278418,0373825013,0
278418,0373825021,0
278418,037382503X,0
278418,0374270325,0
278418,0375501371,0
278418,0375702709,0
278418,0375703055,0
278418,0375706410,0
278418,0375725784,0
278418,0380002930,0
278418,0380018179,0
278418,0380600129,0
278418,0380702843,0
278418,0380709120,0
278418,0380709538,0
278418,0380709562,0
278418,0380711877,0
278418,0380712040,0
278418,0380714752,0
278418,0380720132,0
278418,0380725584,0
278418,0380725703,0
278418,0380727293,0
278418,0380761483,0
278418,038076654X,0
278418,0380782332,0
278418,0380789035,0
278418,0380892847,0
278418,0385265700,0
278418,0385306032,0
278418,0385306059,0
278418,0385323921,0
278418,0385420161,0
278418,0385474547,0
278418,038549081X,0
278418,0385490992,0
278418,0385492081,0
278418,038550120X,0
278418,0385722206,0
278418,0394800133,0
278418,0394800168,10
278418,0394820371,8
278418,0399137734,0
278418,0425054535,0
278418,0425116840,0
278418,0425117383,0
278418,0425118703,0
278418,0425120279,0
278418,042513525X,5
278418,042513699X,0
278418,0425137562,0
278418,0425140032,5
278418,0425145638,0
278418,0425147622,0
278418,0425151867,0
278418,0425151875,0
278418,0425155404,0
278418,0425157539,0
278418,0425158632,0
278418,0425165566,0
278418,0425170349,0
278418,0425173534,0
278418,0425177351,0
278418,0425178102,7
278418,0425180050,0
278418,0425182142,0
278418,0425183971,0
278418,042518630X,7
278418,0440111811,0
278418,044011585X,0
278418,0440124344,0
278418,0440145465,0
278418,0440166497,0
278418,0440167531,0
278418,0440170796,0
278418,0440173922,0
278418,0440176484,0
278418,0440184622,7
278418,0440185327,0
278418,0440193613,0
278418,044020271X,0
278418,0440206154,0
278418,0440207428,0
278418,0440207622,7
278418,044021145X,0
278418,0440211727,0
278418,0440212189,0
278418,0440213320,0
278418,0440214041,0
278418,0440214114,0
278418,044021422X,0
278418,0440217466,0
278418,0440220602,0
278418,0440222656,0
278418,0440222842,0
278418,0440223571,0
278418,0440224055,0
278418,0440224594,0
278418,044022473X,0
278418,0440224772,0
278418,0440224810,0
278418,0440225701,0
278418,0440226430,0
278418,0440235596,0
278418,0440236673,0
278418,044023669X,0
278418,044023722X,0
278418,044040665X,0
278418,0440428130,0
278418,0440439884,0
278418,0440479002,9
278418,0440484332,0
278418,0440940001,0
278418,0441005764,0
278418,0446310786,0
278418,0446343455,0
278418,0446350109,0
278418,0446363251,0
278418,0446364193,0
278418,0446364266,0
278418,0446364800,0
278418,044651652X,0
278418,0446519723,0
278418,0446520802,0
278418,0446523569,0
278418,0446600709,0
278418,0446600768,0
278418,0446601640,0
278418,0446601985,0
278418,0446602159,0
278418,0446602736,0
278418,0446603309,0
278418,0446604275,0
278418,0446604844,0
278418,0446605239,0
278418,0446608955,0
278418,0446609617,0
278418,044661095X,0
278418,0446672211,0
278418,0446802204,0
278418,0448095017,0
278418,0449001946,0
278418,0449001962,0
278418,0449204324,0
278418,0449206181,0
278418,0449212084,0
278418,0449217264,0
278418,044922046X,0
278418,0449221180,0
278418,0449222713,0
278418,0449232921,0
278418,0451128370,0
278418,0451147367,0
278418,0451152190,0
278418,0451153553,0
278418,0451155750,0
278418,0451156609,0
278418,0451160525,0
278418,0451162072,0
278418,0451167783,0
278418,0451169530,0
278418,0451172817,0
278418,0451173392,6
278418,0451176464,0
278418,0451176723,0
278418,0451177096,0
278418,0451181379,0
278418,0451183665,0
278418,0451184963,0
278418,0451186923,0
278418,0451188470,0
278418,0451190521,0
278418,0451205421,0
278418,0452264464,0
278418,0515087947,0
278418,0515110396,0
278418,0515115029,0
278418,0515116475,0
278418,0515120456,0
278418,0515122408,0
278418,051512608X,0
278418,0515126772,0
278418,0515127833,0
278418,0515128546,0
278418,0515130389,8
278418,0515131229,8
278418,0515132136,0
278418,0517577550,0
278418,0517707918,0
278418,0525941908,0
278418,0553096834,0
278418,0553099558,0
278418,0553208845,0
278418,0553210793,0
278418,0553211285,0
278418,0553211404,0
278418,0553213164,0
278418,055321330X,0
278418,0553238000,0
278418,0553264613,0
278418,0553268880,0
278418,0553272535,0
278418,0553274295,0
278418,0553278355,0
278418,0553280414,0
278418,0553284789,0
278418,055329170X,0
278418,0553297988,6
278418,0553560271,0
278418,0553561375,0
278418,055356451X,0
278418,055356773X,0
278418,0553568701,0
278418,0553569082,0
278418,055357227X,0
278418,055357230X,0
278418,0553572512,0
278418,055357258X,0
278418,0553573136,0
278418,0553574078,0
278418,0553574752,0
278418,0553579754,0
278418,0553580221,0
278418,0553581023,0
278418,0553582658,0
278418,0553583980,0
278418,059030271X,0
278418,0590425919,0
278418,0590453661,0
278418,059045367X,0
278418,0590453696,0
278418,0590466178,5
278418,0590466186,0
278418,0590466194,0
278418,0590477382,0
278418,0590477439,0
278418,0590483447,0
278418,0590483455,0
278418,059048348X,0
278418,0590494457,0
278418,0590494465,0
278418,0590494503,0
278418,0590568744,0
278418,0590568752,0
278418,0590568795,0
278418,0590568809,0
278418,0590629786,0
278418,0590846280,0
278418,0670805149,0
278418,0670844527,0
278418,0671000314,0
278418,0671001809,0
278418,0671002481,0
278418,0671003593,0
278418,0671010085,0
278418,0671010107,0
278418,0671014919,0
278418,0671017128,5
278418,0671020323,0
278418,0671024248,0
278418,0671027522,0
278418,0671027662,0
278418,0671415085,0
278418,0671443283,0
278418,0671502522,7
278418,0671524097,0
278418,0671524968,0
278418,0671525743,0
278418,0671534718,0
278418,0671534734,0
278418,0671537458,0
278418,0671617028,0
278418,067164257X,0
278418,0671644475,0
278418,0671670689,0
278418,0671695142,0
278418,0671695304,0
278418,0671702513,0
278418,0671721291,0
278418,067172262X,0
278418,0671728571,0
278418,0671737619,0
278418,0671742558,0
278418,0671744208,0
278418,0671744623,0
278418,0671756443,0
278418,0671758896,0
278418,0671795538,0
278418,0671799312,0
278418,0671867113,0
278418,0671870963,0
278418,067187098X,0
278418,0671873202,0
278418,0671880187,0
278418,0671886665,0
278418,0679425268,0
278418,0679448594,0
278418,0679720200,0
278418,068416325X,0
278418,0743406176,0
278418,074343627X,0
278418,0743460529,0
278418,0767903854,0
278418,0786817070,0
278418,0786862572,5
278418,0786889020,0
278418,080410526X,0
278418,0804107491,0
278418,0805019367,0
278418,0807508527,0
278418,0812542835,0
278418,0812570944,0
278418,0842314296,0
278418,0842321942,0
278418,0842329277,0
278418,0891073906,0
278418,0891075275,0
278418,1551664275,0
278418,1551668122,0
278418,1551668270,0
278418,155166884X,0
278418,1559029838,0
278535,0061030597,0
278535,0061094129,10
278535,0375726403,0
278535,0380710218,0
278535,0380717018,0
278535,0380718332,0
278535,0380730847,0
278535,042511774X,0
278535,0425168298,0
278535,0425174271,0
278535,0425175405,0
278535,0425178765,8
278535,0425182878,9
278535,044022103X,0
278535,0440221099,0
278535,0440221595,7
278535,0446343455,0
278535,0446360589,0
278535,0446605484,10
278535,0446610038,10
278535,0446611212,9
278535,0449003787,9
278535,0449219364,0
278535,0449219461,8
278535,0553213180,6
278535,0553269216,8
278535,0553575953,0
278535,0553581554,0
278582,0060549270,0
278582,0312966091,0
278582,0312966970,0
278582,0312971346,0
278582,0312976275,0
278582,0312980140,7
278582,0312983298,3
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345350499,10
278582,0425163717,7
278582,0425175405,0
278582,0425191583,8
278582,0441478123,10
278582,0449003183,8
278582,0449221512,8
278582,0451202503,10
278582,0451205146,0
278582,048627263X,0
278582,0515136557,8
278582,0671001795,8
278582,0743448677,0
278582,1400034779,10
278633,0060987561,10
278633,0140244824,7
278633,014028009X,2
278633,0140296298,7
278633,0142000205,7
278633,0316096199,8
278633,0316666343,9
278633,0316899984,7
278633,0345439104,0
278633,0375502238,0
278633,0375702709,0
278633,0375703063,7
278633,0380730138,0
278633,0385312202,0
278633,0385474016,0
278633,0385729340,0
278633,0385730586,0
278633,0440224624,0
278633,0440226430,9
278633,0440514428,9
278633,0446610399,0
278633,0446672211,0
278633,0446679593,8
278633,0449907481,6
278633,0451163524,5
278633,0452282829,0
278633,0515131083,10
278633,0517580497,0
278633,0525945210,0
278633,0553250426,0
278633,0553260960,0
278633,0553278355,8
278633,0671028014,5
278633,0671028022,0
278633,0671038184,8
278633,0671553046,0
278633,0679425268,9
278633,0679439382,0
278633,0679746048,0
278633,0684814994,10
278633,0688170528,8
278633,0743225082,7
278633,1558745157,0
278843,0060173289,9
278843,0060517794,7
278843,0060976845,0
278843,014028009X,8
278843,0142000205,9
278843,0316601950,0
278843,0316789089,0
278843,0345420748,0
278843,0399146431,9
278843,0425167313,0
278843,0440211263,7
278843,0440224594,0
278843,0449223604,0
278843,0553274503,8
278843,059035342X,8
278843,0671789422,0
278843,0679412956,8
278843,0684874350,0
278843,0767902890,9
278843,0786881852,8
278843,0804106304,0
243,0060915544,10
243,0060977493,7
243,0156006529,0
243,0312169787,0
243,0316096199,0
243,0316601950,9
243,0316602906,0
243,0316666343,0
243,0316693006,0
243,0316776963,9
243,0316899984,7
243,0345311396,0
243,0345378490,0
243,0345404793,0
243,0345465083,0
243,0373483880,0
243,0375400117,10
243,0375705856,0
243,0375727345,0
243,0380717018,0
243,0380718332,0
243,038076654X,0
243,0380807866,0
243,0385497466,0
243,0385508042,0
243,0385509456,0
243,0385511612,0
243,0385720106,7
243,0385730586,0
243,0425092917,0
243,042511774X,0
243,0425163407,9
243,0440224764,0
243,0440225701,0
243,0440226430,0
243,0440234743,0
243,044023722X,7
243,0446353205,0
243,0446358592,0
243,0446360856,0
243,0446364800,9
243,0446600466,0
243,0446600474,0
243,0446605484,0
243,0446606383,6
243,0446610399,0
243,0446612790,0
243,0449006522,6
243,0449911004,0
243,0451162072,0
243,0451186648,0
243,0452282152,0
243,051512219X,0
243,0515130389,0
243,051513290X,0
243,0517122707,0
243,0553580388,8
243,0671023616,0
243,0671027387,0
243,0671042572,0
243,0679450408,0
243,0684848783,0
243,0743486226,0
243,0786863986,5
243,140003180X,0
243,155874262X,5
254,006000438X,0
254,0060930535,0
254,0060934700,9
254,0060934719,0
254,0061020699,0
254,0061020702,0
254,0061020710,0
254,0061092819,0
254,0061094595,0
254,0064471047,7
254,014028009X,0
254,0140298479,0
254,014100018X,0
254,0142001740,9
254,0312305060,0
254,0316569321,0
254,0316769487,0
254,0316776963,0
254,0345350499,0
254,0345384466,0
254,0345387651,0
254,0345434803,0
254,0373218400,0
254,0373226063,6
254,0373226144,5
254,0375724370,0
254,0375727345,0
254,0375751513,0
254,0380789019,0
254,0380789035,10
254,0380973650,9
254,0380977788,0
254,038542017X,0
254,0399146431,9
254,0399501487,0
254,0413537900,0
254,0425092917,0
254,0425145638,0
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,043935806X,0
254,0440211263,0
254,0440241413,0
254,0440403278,0
254,0440419468,0
254,0440967694,0
254,0441003257,0
254,0441172695,0
254,0441569595,0
254,0446350109,0
254,0446354678,0
254,0446356832,0
254,0446364762,0
254,0446527785,0
254,0446605239,0
254,0449226182,0
254,0451137965,0
254,0451167317,8
254,0451167716,0
254,0451409256,7
254,0451524934,9
254,0451526279,0
254,0451526341,8
254,0452277337,0
254,0452282152,0
254,0515090379,0
254,051510521X,0
254,051512317X,0
254,0515130923,0
254,051513287X,0
254,0553250426,0
254,0553250531,0
254,0553265741,0
254,0553273604,0
254,0553280589,0
254,0553293761,0
254,0553560468,0
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0618002235,0
254,0671021001,7
254,0671525743,0
254,0671527215,0
254,0679735909,0
254,067976402X,0
254,0679781587,8
254,0679879242,8
254,0684833395,0
254,0684872153,0
254,0684874350,0
254,0743225406,0
254,0804106304,0
254,080410753X,0
254,1551667894,0
254,1551667959,0
254,1563898586,0
507,0060392452,0
507,0060934417,0
507,0060938455,0
507,0064400026,0
507,0140230165,7
507,014029628X,0
507,0142001740,10
507,0312990456,0
507,0316666009,0
507,0345348036,0
507,0345369068,8
507,0345404769,0
507,0345413369,0
507,0345413377,0
507,0425188787,0
507,0440236061,0
507,0446360589,0
507,0446394521,0
507,0451184718,9
507,0553292722,0
507,055356160X,0
507,0553564528,7
507,0553569910,0
507,0553575538,7
507,0553576801,7
507,0553576925,0
507,055357695X,7
507,0553578693,0
507,0553582135,0
507,0553582526,0
507,0553583441,7
507,0553583468,7
507,0679893105,9
507,068484267X,0
507,0689710879,10
507,0689710887,10
507,0743206053,0
507,0743460529,0
507,0786817070,0
507,0821769340,0
507,0821769367,0
507,0821772953,8
507,1400077826,0
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0345452550,0
638,0374172897,0
638,0385420161,9
638,0385504209,10
638,0385505833,10
638,039304016X,0
638,0399147128,0
638,039914739X,0
638,0425184129,9
638,0446520802,0
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0670892963,7
638,0671042556,9
638,0679442790,10
638,0679450440,0
638,0679746048,7
638,0684864843,0
638,0743206045,0
638,0743230051,9
638,0743406176,10
638,080411868X,0
638,1558747028,10
805,0060256672,10
805,0060928336,7
805,0140042393,0
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140253602,4
805,0156027321,9
805,0312195516,0
805,0316777730,7
805,038001503X,10
805,0394800133,0
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0553273604,0
805,0553273914,0
805,0671003755,8
805,0671789422,0
805,0679732764,10
805,0684801469,0
805,0805019367,0
805,0877733759,10
882,0060502258,0
882,0060915544,0
882,0064401847,10
882,0070212570,0
882,0312169787,0
882,0312195516,0
882,0312274920,0
882,0312950586,0
882,0345416260,0
882,0373218400,5
882,0373484224,7
882,0373484410,0
882,0375707972,0
882,0375724370,0
882,0380018179,10
882,0380599236,0
882,0380789019,0
882,0385315279,0
882,0385492081,0
882,0385504209,10
882,0425179672,10
882,0440221595,0
882,044022425X,0
882,0440226430,0
882,0440235162,10
882,0440514428,0
882,0446605239,0
882,0446606812,0
882,0446610399,0
882,0446611867,0
882,0449212602,0
882,051512768X,0
882,0515130389,0
882,0515134368,6
882,0515135062,6
882,0517556278,8
882,0517580497,0
882,0553205587,9
882,0553250426,10
882,0553250531,0
882,0553258001,0
882,0553272586,5
882,0553278223,0
882,0553280589,10
882,0553561278,0
882,0553569058,0
882,0553569074,0
882,0553571656,0
882,0553572997,10
882,067081976X,0
882,0670869902,0
882,067101420X,4
882,0671644475,0
882,0671708635,0
882,0679429220,9
882,0679457313,0
882,067976402X,10
882,0679781587,10
882,068416325X,0
882,0684874350,0
882,0743457943,5
882,0786866276,0
882,0804114986,0
929,0140099832,0
929,0312140940,8
929,0345285549,5
929,0345307674,5
929,0380754843,0
929,0385314744,7
929,0439404371,8
929,0440211727,0
929,0440224624,6
929,0451169530,6
929,055321313X,0
929,0553234811,6
929,0553250426,0
929,0553268945,0
929,0553296981,10
929,0590457225,0
929,0671461494,8
929,0671617028,8
929,067168390X,0
929,0671868691,0
929,0894803700,8
929,1573225789,0
1131,0060932759,0
1131,0060934417,8
1131,0060976845,7
1131,0061093092,8
1131,0061098361,7
1131,0070212570,7
1131,0156006529,0
1131,0312243022,8
1131,0312983824,6
1131,0316789844,0
1131,0345316770,0
1131,0345370805,7
1131,0345424719,0
1131,0375700757,0
1131,0375703055,7
1131,038533334X,0
1131,0385480016,9
1131,0385490445,0
1131,0385491050,0
1131,0394758285,7
1131,0440214424,8
1131,0440224624,0
1131,0446672211,7
1131,0446673544,5
1131,0449006344,0
1131,0449149676,7
1131,0449907481,0
1131,0451187903,7
1131,0451191153,0
1131,0451202341,0
1131,0671004565,6
1131,0671036505,0
1131,0671793489,7
